state,new_listing,title,fr_title,condition,inventory,sku,make,model,description,fr_description,year,finish,price,product_type,subcategory_1,subcategory_2,product_image_1,product_image_2,product_image_3,product_image_4,product_image_5,product_image_6,product_image_7,product_image_8,product_image_9,product_image_10,product_image_11,product_image_12,product_image_13,product_image_14,product_image_15,product_image_16,product_image_17,product_image_18,product_image_19,product_image_20,product_image_21,product_image_22,product_image_23,product_image_24,product_image_25,video_url,offers_enabled,shipping_price,combine_and_save_shipping_price,local_pickup,shipping_profile_name,seller_cost,tax_exempt,upc,upc_does_not_apply,published_at,url,prop_65_warning,fr_prop_65_warning,id,auto_offer_percentage,auto_offer_shipping_price_override,bump_rate,bump_rate_recommendation,sold_as_is,country_of_origin,same_day_shipping_eligible,trigger_combine_and_save_shipping
draft,false,"Zildjian FUNDAMENTALS PACK: 14"" HiHat and 18"" Crash/Ride",,Brand New,0,ZP1418,Zildjian,"FUNDAMENTALS PACK: 14"" HiHat and 18"" Crash/Ride"," Zildjian FUNDAMENTALS PACK: 14"" HiHat and 18"" Crash/Ride <br><br>Your journey of musical expression starts here with Planet Z – a line of cymbals made for drummers looking for bright, cutting tones with a more controlled and focused sound.<p><br>Features:<br></p><ul><li>Bright and focused sound of brass is great for the developing ear<br></li><li>Cymbal packs featuring the essential sizes you need for any style of music<br></li><li>Updated hammering and lathing pattern provide a refreshed look and sound</li></ul>",,"","",251.95,drums-and-percussion,cymbal-packs,,https://rvb-img.reverb.com/image/upload/s---0ymUUo_--/v1636582867/hudlikl3chmzqb8niur0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,173.00,false,00642388322949,false,,https://reverb.com/item/46627293-zildjian-fundamentals-pack-14-hihat-and-18-crash-ride,,,46627293,,,,,false,,true,false
live,false,Yamaha V5SC Student Violin Outfit - 4/4,,Brand New,9,V5SC44,Yamaha,V5SC Student Violin Outfit - 4/4,"Yamaha V5SC Student Violin Outfit Perfect for the beginning violinist, the V5SC/V5SA features a spruce top and maple back and neck made from high quality materials. Each instrument is handcrafted utilizing the same traditional methods as used on high-end violins. Designed, sized, and priced for young students, they are quality instruments that will get any student off to a great start. <br><p>&nbsp;<br>The V5SC offers a Wittner ""Ultra"" tailpiece with 4 fine tuners. It comes with a case, bow, and rosin and is available in 1/16, 1/10, 1/8, 1/4, 1/2, 3/4, and 4/4 sizes.</p>   Carefully Crafted By Hand  <p>YAMAHA's&nbsp;scale-size violins are crafted and finished by hand to provide young musicians with a quality without compromise instrument to start out on. These violins use original designs that deliver excellent cost performance and outstanding reliability, which along with their superior quality offers parents peace of mind.<br></p> <ul></ul>     Oil Finish Delivers Superior Sound Quality  <p>Because the finish has a great effect on the instrument’s tone,&nbsp;YAMAHA took the extra time and effort, testing various formulas and checking the results with acoustic measurements to develop an original oil finish that brings out the best tone. Applied by hand to maximize its affect, the finish enhances the instrument’s response and articulation while adding a beautiful glossy appearance.</p> <ul></ul>     Sets Include Lightweight Case, Bow, and Rosin    <p>Sets include everything the beginner needs. Cases are made of lightweight materials and include a strap to make carrying easy.</p> We carry the complete line of YAMAHA Strings<br><br> ",,"","",619.99,band-and-orchestra,violins,,https://rvb-img.reverb.com/image/upload/s--hKlBcGVg--/v1636582872/bhqc0vbpsf0lo6j4g6et.jpg,https://rvb-img.reverb.com/image/upload/s--Drw1IhVu--/v1636582874/aq9nzo0kxetxprlswfrf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,false,0.0,,true,,359.55,false,00086792826592,false,2022-11-24T21:47:12Z,https://reverb.com/item/46627294-yamaha-v5sc-student-violin-outfit-4-4,,,46627294,,,,0.5,false,,true,false
draft,false,Focusrite Scarlett 2i2 MK2 2in/2out USB Audio Interface,,Brand New,1,Scarlett 2i2 MKII,Focusrite,Scarlett 2i2 MK2 2in/2out USB Audio Interface," Focusrite Scarlett 2i2 2in/2out USB Audio Interface  The New Generation <br>The second generation Scarlett range is packed full of upgrades. New super-low latency* will bring confidence to your performance, letting you record and monitor with software effects in real time.<br><p><br>New metal volume controls and a sleeker red metal chassis underscore its improved industrial design, built to go anywhere. Scarlett USB audio interfaces also now operate at sample rates all the way up to 192kHz, and the input channels have evolved too.<br></p><p><br>The latest Scarlett mic preamp features a more even gain structure, so you can accurately set your levels, and the instrument input has also been completely redesigned so it can handle seriously hot pickups for recording electric guitar.<br></p><p><br>* Super-low roundtrip latency was measured at 2.74ms, working at 96kHz with a 32 samples buffer on Logic Pro X, running on a Mac Pro and OS 10.11<br></p><p><br>Focusrite's compact yet versatile 2-in, 2-out USB audio interface. It gives singer songwriters two natural-sounding Scarlett mic preamps and the same class-leading sound quality and digital conversion as the rest of the latest Scarlett range. Take it anywhere, connect by USB, plug your mics and guitars straight in, and simply start recording.</p>",,"","",239.0,pro-audio,,,https://rvb-img.reverb.com/image/upload/s--XjcKQct9--/v1636582897/kwdncdg7jcoujb9ar4rz.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,,false,00695976164421,false,,https://reverb.com/item/46627299-focusrite-scarlett-2i2-mk2-2in-2out-usb-audio-interface,,,46627299,,,,,false,,true,false
draft,false,Yamaha CG162C Solid Cedar Top Classical Guitar,,Brand New,0,CG162C,Yamaha,CG162C Solid Cedar Top Classical Guitar," Yamaha CG162C Solid Cedar Top Classical Guitar This is an intermediate model with ovankol applied to side / back. Its unique attractiveness comes from the series design concept and beautiful figure of ovankol.<br><br>   New bracing pattern, thinner bridge plate    <p>The new CG series features a new bracing pattern that delivers excellent response and rich resonance. These guitars also feature a bridge plate that efficiently transfers string vibration to the guitar top.</p> <ul></ul>      <ul></ul>     Top material  <p>All models in the new CG series lineup are available with either a spruce or cedar top. You can choose the top according to your preferences for tone or wood texture.</p> <ul></ul>       <p>Spruce: Clear fundamental tone. Massive tone with great variation according to touch. Tone improves as the wood matures.</p> <ul></ul>       <p>Cedar: Bright, warm tone. Excellent response with relatively thick treble. Cedar offers a mature tone with little change over time, providing a high level of perfection.</p> <ul></ul>      <ul></ul>     Stable Neck Condition    <p>Necks utilize a strong 3-ply laminate design that resists warping and twisting. This design improves neck strength, offers greater stability against shape changes over time, and allows lower string height. In addition to providing greater neck stability, the laminated design also makes effective use of resources.</p><p>The matte finish on the back of the neck allows the left hand to move smoothly while also providing a secure grip. The finish is applied with a thin coat that contributes to improved resonance. The same matte finish is applied to the bridge for improved resonance.</p> <ul></ul>      <ul></ul>     Saddle fit  <p>Years of experience and original technologies have brought improvements to our saddle and saddle slot design. Crafting these components with great precision provides a highly accurate fit that improves attack and sustain while reducing string vibration loss to transfer rich resonance to the body.</p>   ",,"",Classic,549.99,acoustic-guitars,classical,,https://rvb-img.reverb.com/image/upload/s--E7owXCbq--/v1636582897/f1klqcaxwqdylz7ombrg.jpg,https://rvb-img.reverb.com/image/upload/s--T60R6POW--/v1636582899/p0fzqcb0nw0impedtnxr.jpg,,,,,,,,,,,,,,,,,,,,,,,,,true,0.0,,true,FREE Shipping Canada Over $99,,false,04957812472210,false,,https://reverb.com/item/46627300-yamaha-cg162c-solid-cedar-top-classical-guitar,,,46627300,,,,,false,,true,false
draft,false,Wittner Violin Chin Rest - 4/4,,Brand New,0,250111,Wittner,Violin Chin Rest - 4/4," Wittner violin chin rest  Wittner's violin chin rest. Allergy tested; anatomically designed; easy secure fitting; made of ""Space Age"" composite material. Includes screwdriver.",,"",Re,44.99,band-and-orchestra,violins,,https://rvb-img.reverb.com/image/upload/s--TWUGq1Ff--/v1636582897/ad8fd92fn0kksmo4djen.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,29.75,false,04008687250110,false,,https://reverb.com/item/46627301-wittner-violin-chin-rest-4-4,,,46627301,,,,,false,,true,false
draft,false,"Vic Firth Double Sided Practice Pad - 6""",,Brand New,1,PAD6D,Vic Firth,"Double Sided Practice Pad - 6"""," Vic Firth double sided practice pad  Double sided, with soft rubber for quiet practice and hard rubber for intensifying the workout and hearing each stroke. Features a dense wooden base for an authentic feel.",,"","",41.49,drums-and-percussion,practice-pads,,https://rvb-img.reverb.com/image/upload/s--2CWiOjOf--/v1636582942/cixunqwx3uur5ins5zi4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,,false,00750795011452,false,,https://reverb.com/item/46627327-vic-firth-double-sided-practice-pad-6,,,46627327,,,,,false,,true,false
draft,false,Yamaha FGX800C Folk Acoustic Electric Guitar - Natural,,Brand New,0,VCD4780,Yamaha,Yamaha FGX800C Folk Electric Guitar -,"<p>Derived from the FG800, which has a solid spruce top and nato/okoume back and sides, the FGX800C has a cutaway body and an electric system. The Yamaha proprietary undersaddle piezo pickup and System66 analog preamp ensure solid, plugged-in performance.</p><ul><li>Traditional Western Body</li><li>Solid Spruce Top</li><li>Nato/Okoume Back and Sides</li><li>Scalloped Bracing</li></ul>",,"",Natural,479.99,acoustic-guitars,dreadnought,,https://rvb-img.reverb.com/image/upload/s--xMgiPXbG--/v1636582966/vyfiwc1yp8tyckulqydf.jpg,https://rvb-img.reverb.com/image/upload/s--FH4fu-pW--/v1636582967/a1l05nv5xeggagiwseqt.jpg,https://rvb-img.reverb.com/image/upload/s--RxjZdw1m--/v1636582967/jrtb7pxjaxjbx37d7fmc.jpg,,,,,,,,,,,,,,,,,,,,,,,,true,0.0,,true,FREE Shipping Canada Over $99,285.00,false,04957812641517,false,,https://reverb.com/item/46627331-yamaha-fgx800c-folk-acoustic-electric-guitar-natural,,,46627331,,,,,false,,true,false
draft,false,Vic Firth American Classic Drumsticks with Vic Grip - 7AN Vic Grip,,Brand New,0,7ANVG,Vic Firth,American Drumsticks with Vic Grip - 7AN Vic Grip," Vic Firth American Classic Drumsticks with Vic Grip  <br>Vic Grip is a new anti-slip drumstick coating made from an eco-friendly, water based urethane. It provides a comfortable and slip resistant grip to the American Classic® 5A, 5B, 7A, 2B and ROCK, in both wood and nylon tip. Specially formulated to be extremely durable and an ideal choice for players who prefer an enhanced grip on their drumsticks.",,"",Classic,25.49,drums-and-percussion,drum-sticks-and-mallets,,https://rvb-img.reverb.com/image/upload/s--muzxPBni--/v1636582965/lzysbfhvx83aundkobzn.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,17.33,false,00750795015740,false,,https://reverb.com/item/46627332-vic-firth-american-classic-drumsticks-with-vic-grip-7an-vic-grip,,,46627332,,,,,false,,true,false
sold_out,false,Yamaha FGX800C Folk Acoustic Electric Guitar - Black,,Brand New,0,FGX800C,Yamaha,Yamaha FGX800C Folk Electric Guitar -,"<p>Derived from the FG800, which has a solid spruce top and nato/okoume back and sides, the FGX800C has a cutaway body and an electric system. The Yamaha proprietary undersaddle piezo pickup and System66 analog preamp ensure solid, plugged-in performance.</p><ul><li>Traditional Western Body</li><li>Solid Spruce Top</li><li>Nato/Okoume Back and Sides</li><li>Scalloped Bracing</li></ul>",,"",Black,479.99,acoustic-guitars,built-in-electronics,dreadnought,https://rvb-img.reverb.com/image/upload/s--yIZfAl3n--/v1636582966/voefokzchddgebta714f.jpg,https://rvb-img.reverb.com/image/upload/s--ZfFq_tHF--/v1636582968/qmzrohzcsuxfezsuj0ca.jpg,https://rvb-img.reverb.com/image/upload/s--U192i1JT--/v1636582968/zx6gyjle7iak4og4efxz.jpg,,,,,,,,,,,,,,,,,,,,,,,,false,0.0,,true,FREE Shipping Canada Over $99,285.00,false,04957812641524,false,2022-11-24T21:43:15Z,https://reverb.com/item/46627333-yamaha-fgx800c-folk-acoustic-electric-guitar-black,,,46627333,,,,,false,,true,false
draft,false,Vic Firth Isolation Headphones for Kids,,Brand New,1,KIDP,Vic Firth,Isolation Headphones for Kids," Vic Firth Isolation Headphones for Kids  From the start, caring for kids’ hearing is important! These non-electric headphones are specially sized for children and reduce overall noise levels by 22 decibels.",,"","",41.99,accessories,headphones,,https://rvb-img.reverb.com/image/upload/s---XcBxDiF--/v1636582986/oyfx4vwabdc0tghijdtb.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,,false,00750795014934,false,,https://reverb.com/item/46627340-vic-firth-isolation-headphones-for-kids,,,46627340,,,,,false,,true,false
draft,false,Yamaha APX600 Acoustic Electric Guitar - Oriental Blue Burst,,Brand New,0,APX600 OBB,Yamaha,Yamaha APX600 Electric Guitar -," Yamaha APX600 Acoustic Electric Guitar <br>The Yamaha APX600 acoustic electric guitar builds and improves on the excellent craftsmanship, handsome design, rich tones and easy playability of the top selling APX500II. These guitars are a great fit for country, rock and blues and suited to players ranging from beginners to professionals. Acoustic electric guitars have surpassed conventional acoustic guitars in popularity and the upgraded APX model addresses the trend towards smaller-body and shorter-scale instruments.<br><p><br>The latest APX600 features a unique under-saddle piezo pickup, the Yamaha proprietary SRT transducer featured in the highly-acclaimed A Series range, a natural tone and the feedback rejection and mix-friendly sound guitarists crave.<br></p><p><br>Although its style has evolved, the essence of the APX remains the same. Today, it boasts a more natural look, a deeper body for better bass response and greater volume, and a new non-scalloped bracing pattern for a responsive, dynamic tone.<br></p><p><br>The thin-body APX600 features a spruce top, eastern mahogany back and sides, die-cast tuners, and an onboard tuner. Other new features include fresh finishes and an upgrade to a genuine abalone rosette for a superior acoustic tone. In addition, the scale length of the APX model has been shortened from 25 9/16"" to 25"" for greater playability.<br></p><p><br>Features:<br><br></p><ul><li>Thin-line cutaway body design for exceptional playability<br></li><li>25"" scale length and narrower string spacing for enhanced comfort<br></li><li>New bracing pattern for increased bass response<br></li><li>Abalone soundhole rosette<br></li><li>Stage-focused pickup system for shaping your sound in the mix</li></ul>",,"",Oriental Blue Burst,469.99,acoustic-guitars,built-in-electronics,om-and-auditorium,https://rvb-img.reverb.com/image/upload/s--RyFKec39--/v1636582987/inyouw57wicl2egywn1j.jpg,https://rvb-img.reverb.com/image/upload/s--G86SQFtk--/v1636582989/g0s9izqapnxsjfncbmez.jpg,https://rvb-img.reverb.com/image/upload/s--jxln2EHM--/v1636582989/ue901yim0h7aamzseozh.jpg,https://rvb-img.reverb.com/image/upload/s--_0XUSzCB--/v1636582989/p6ymxwfrde8vpa1pcpgi.jpg,https://rvb-img.reverb.com/image/upload/s--PJy4OE-K--/v1636582989/fq75cqz2u22ijgvyyql7.jpg,https://rvb-img.reverb.com/image/upload/s--W1lF5K3X--/v1636582989/czsxwfc4csvjwkwobiqd.jpg,,,,,,,,,,,,,,,,,,,,,true,0.0,,true,FREE Shipping Canada Over $99,262.00,false,04957812623933,false,,https://reverb.com/item/46627341-yamaha-apx600-acoustic-electric-guitar-oriental-blue-burst,,,46627341,,,,,false,,true,false
draft,false,"Yamaha FG800M Dreadnought Acoustic Guitar, Matte",,Brand New,0,FG800M,Yamaha,"Yamaha FG800M Dreadnought Guitar,"," Yamaha FG800 Dreadnought Acoustic Guitar,  Matte <br>Yamaha's standard acoustic model, with simple and traditional looks and outstanding quality, at an affordable price. A solid-top guitar with authentic sound that is well balanced without sacrificing its robust strength, thanks to the newly developed scalloped bracing design. Can be confidently recommended to all beginner guitarists. <br><p><br>Features:<br>    </p><ul><li>Traditional Western Body</li><li>Solid Spruce Top</li><li> Nato/Okume Back &amp; Sides</li><li>Newly Developed Scalloped Bracing</li><li>Traditional looks and outstanding quality</li></ul>",,"",Matte,299.99,acoustic-guitars,dreadnought,,https://rvb-img.reverb.com/image/upload/s--GzL4LVwi--/v1636582986/pmslthfjxfbzq6mk1jzn.jpg,https://rvb-img.reverb.com/image/upload/s--5RDjdmwO--/v1636582988/fudxodz6ktk8ib7bdwzd.jpg,,,,,,,,,,,,,,,,,,,,,,,,,true,0.0,,true,FREE Shipping Canada Over $99,,false,04957812641500,false,,https://reverb.com/item/46627342-yamaha-fg800m-dreadnought-acoustic-guitar-matte,,,46627342,,,,,false,,true,false
draft,false,Hercules Electric and Acoustic Wood Base Guitar Hanger,,Brand New,3,GSP38WB+,Hercules,Hercules Electric and Based Guitar Hanger," The HERCULES Auto-Swivel Yoke Hanger GSP38WB PLUS rotates automatically to accommodate different shaped guitars or basses vertically and safely. It features an attractive wood base for home or studio use.  <ul><li>The Upgraded Auto-Swivel AGS Yoke allows for multi-angle adjustments while safely locking instrument in place. It can accommodate a wider range of instrument neck sizes from 40 mm – 52 mm (1.57” – 2.05”) including classic, acoustic, electric and bass guitars.</li><li>The attached NINA (Narrow Instrument Neck Adjustment) are specially designed to increase the thickness of AGS arms to accommodate narrow neck instruments from min. 28 mm (1.10”) like banjos and mandolins.</li><li>Attractive wood base.</li></ul>  ",,"",Wood,35.99,acoustic-guitars,,,https://rvb-img.reverb.com/image/upload/s--BwbPRtgv--/v1636583003/psentknmiouj1nh0loam.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,0.0,,true,FREE Shipping Canada Over $99,17.75,false,00635464420899,false,,https://reverb.com/item/46627348-hercules-electric-and-acoustic-wood-base-guitar-hanger,,,46627348,,,,,false,,true,false
sold_out,false,Yamaha F325D Dreadnought Acoustic Guitar,,Brand New,0,F325D,Yamaha,Yamaha F325D Dreadnought Guitar,"<p>This finely-crafted acoustic guitar provides great sound and playing ease.&nbsp;</p><ul><li>Dreadnought Body</li><li>Spruce Top</li><li>Rosewood Fingerboard</li></ul> General Specifications  Body ShapeDreadnoughtScale Length648mm (25 1/2"")Body Length512mm (20 3/16"")Total Length1032mm (40 5/8"")Body Width400mm (15 3/4"")Body Depth100-125mm (3 15/16"" - 4 15/16"")Nut Width43mm (1 11/16”)String Spacing *11.0mmTop MaterialSpruceBack MaterialSapeleSide MaterialSapeleNeck MaterialNatoFingerboard MaterialWalnut or LaurelFingerboard RadiusR400mm (15 3/4"")Bridge MaterialWalnut or LaurelNut MaterialUreaSaddle MaterialUreaBridge PinsBlack ABS with White DotTunersDie-cast ChromeBody BindingBlack + White + CreamSoundhole InlayBlack + White + CreamPickguardBlackBody FinishGlossNeck FinishMattElectronicsNoneControlsNoneConnectionsNoneStrings.012/.016/.025/.033/.043/.052AccessoriesHex WrenchCaseNone <ul></ul>",,"","",229.99,acoustic-guitars,dreadnought,,https://rvb-img.reverb.com/image/upload/s--zsY_Hzpe--/v1636583003/xqpl2zzcbsja8mjqgsv5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,0.0,,true,FREE Shipping Canada Over $99,149.00,false,00086792997025,false,2021-11-11T18:51:21Z,https://reverb.com/item/46627349-yamaha-f325d-dreadnought-acoustic-guitar,,,46627349,,,0.5,,false,,true,false
draft,false,Shure SM58-LC Cardioid dynamic microphone,,Brand New,2,SM58-LC,Shure,SM58-LC Cardioid dynamic microphone," Shure SM58-LC Cardioid dynamic microphone&nbsp; <br>The legendary Shure SM58® vocal microphone is designed for professional vocal use in live performance, sound reinforcement, and studio recording. Its tailored vocal response for sound is a world standard for singing or speech. A highly effective, built-in spherical filter minimizes wind and breath ""pop"" noise. A unidirectional (cardioid) pickup pattern isolates the main sound source while minimizing unwanted background noise. <br><p><br>Rugged construction, a proven shock-mount system, and a steel mesh grille ensure that even with rough handling, the SM58 will perform consistently, outdoors or indoors.</p>",,"","",139.0,pro-audio,microphones,,https://rvb-img.reverb.com/image/upload/s--0gIriu6q--/v1636583025/xtfxign9easkhyga6jj9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,103.80,false,00042406051293,false,,https://reverb.com/item/46627353-shure-sm58-lc-cardioid-dynamic-microphone,,,46627353,,,,,false,,true,false
draft,false,Discontinued Yamaha PSRE463 61-Key Portable Keyboard,,Brand New,0,PSRE463,Yamaha,PSRE463 61-Key Portable Keyboard," Yamaha PSRE463 61-Key Portable Keyboard Unfortunately, this item is no longer available for purchase.<br><br>The PSR-E463 is the best entry keyboard for performing various styles of music, from the latest to vinyl favorites. It has a 61-key touch response keyboard with powerful on-board speakers and easy-to-use professional features like assignable Live Control knobs, Quick Sampling, Groove Creator and USB Audio Recorder.<br>",,"","",419.99,keyboards-and-synths,organs,,https://rvb-img.reverb.com/image/upload/s--7r0Slmy9--/v1636583025/jl1tcex2ld9q7myxwp9t.jpg,https://rvb-img.reverb.com/image/upload/s--KoAfBia2--/v1636583026/icw3n7bbdgellw2rh4ux.jpg,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,,false,00889025116145,false,,https://reverb.com/item/46627354-discontinued-yamaha-psre463-61-key-portable-keyboard,,,46627354,,,,,false,,true,false
draft,false,Rico Royal Alto Saxophone Reeds Pack of 3 - 2.5,,Brand New,4,RJB0325,Rico,Royal Alto Saxophone Reeds Pack of 3 - 2.5," Rico Royal Alto Saxophone Reeds Pack of 3  Rico Royal reeds are designed for the advancing player. They are French filed for freedom of response, especially in the low register, adding clarity to the tone and making soft attacks easier. Sold in a box of 10. Designed for a wide variety of playing situations, Rico Royal is a high-quality reed for serious saxophone and clarinet players, yet is priced affordably to meet the needs of both professionals and students. French filed for freedom of response, especially in the low register, adding clarity to the tone, and making soft attacks easier. They are ideal for the advancing player.",,"",Re,12.75,band-and-orchestra,woodwind-accessories,,https://rvb-img.reverb.com/image/upload/s--PaCVJCYc--/v1636583027/h3sicoiwfchjqjyqmmdl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,8.48,false,00046716575975,false,,https://reverb.com/item/46627355-rico-royal-alto-saxophone-reeds-pack-of-3-2-5,,,46627355,,,,,false,,true,false
draft,false,Rico Royal Alto Saxophone Reeds Pack of 3 - 1.5,,Brand New,4,RJB0315,Rico,Royal Alto Saxophone Reeds Pack of 3 - 1.5," Rico Royal Alto Saxophone Reeds Pack of 3  Rico Royal reeds are designed for the advancing player. They are French filed for freedom of response, especially in the low register, adding clarity to the tone and making soft attacks easier. Sold in a box of 10. Designed for a wide variety of playing situations, Rico Royal is a high-quality reed for serious saxophone and clarinet players, yet is priced affordably to meet the needs of both professionals and students. French filed for freedom of response, especially in the low register, adding clarity to the tone, and making soft attacks easier. They are ideal for the advancing player.",,"",Re,12.75,band-and-orchestra,woodwind-accessories,,https://rvb-img.reverb.com/image/upload/s--sRtAffi6--/v1636583028/fgmwnb06azn8nqwjxzxq.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,8.48,false,00046716575951,false,,https://reverb.com/item/46627356-rico-royal-alto-saxophone-reeds-pack-of-3-1-5,,,46627356,,,,,false,,true,false
draft,false,"Hohner Bluesband Harmonica Pro Pack, Keys of C, G, and A Major",,Brand New,0,3P1501BX,Hohner,"Bluesband Harmonica Pro Pack, Keys of C, G, and A Major"," This great Hohner Bluesband harmonica starter kit gives you three different key harmonicas (G, A, &amp; C) in one package. Harmonica features Brass Reeds, Plastic body and Stainless Steel Covers. All you need to start playing Blues, Rock, Country or Folk.  <ul><li>3 harmonicas; Key of C, Key of A, Key of G</li><li>Plastic comb</li><li>10 Hole Diatonic</li><li>Great for beginning or professional players</li></ul> ",,"",Blues,31.99,folk-instruments,harmonicas,,https://rvb-img.reverb.com/image/upload/s--ZKIbHBaq--/v1636583068/dd1cuulbwvyoc7rraiwk.jpg,https://rvb-img.reverb.com/image/upload/s--MBlP-C9o--/v1636583071/vhhcxcggwuikfv0dtl9t.jpg,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,17.98,false,00048667329737,false,,https://reverb.com/item/46627382-hohner-bluesband-harmonica-pro-pack-keys-of-c-g-and-a-major,,,46627382,,,,,false,,true,false
draft,false,Yamaha P121 73-Key Digital Piano with Stand,,Brand New,-1,P121B,Yamaha,P121 73-Key Digital Piano," The Yamaha P121 now comes with a FREE L121 stand!  Your Personal Piano <p>The Yamaha P-121 is a compact digital piano with 73 keys that combines incredible piano performance with a user-friendly, minimalistic design.</p><p>Easily portable and extremely accessible, this instrument allows you to experience the joy of playing the piano on your terms</p> Bring your P-121 everywhere! <p>The P-121 is the perfect instrument to take anywhere you like to make music. With less keys than most digital pianos, the P-121 never falls short in touch, tone and features.</p><p>With dedicated keyboard bag SC-KB750, you can carry P-121 with ease and style.</p> Fit to your lifestyle <p>The P-121 was designed with the player in mind. This stylish and modern digital piano was built to complement your lifestyle and inspire you to continue on your musical journey -- anywhere you want play.</p>",,"","",849.99,keyboards-and-synths,organs,,https://rvb-img.reverb.com/image/upload/s--MTSwiAJ8--/v1636583068/lem1x2sxnjdcz7nobgqk.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,570.00,false,"",false,,https://reverb.com/item/46627383-yamaha-p121-73-key-digital-piano-with-stand,,,46627383,,,,,false,,true,false
draft,false,Herco Guitar Humidifier,,Brand New,13,HE360,Herco,Guitar Humidifier,"<p>Helps prevent drying out and cracking of guitars, violins, cellos, and other wooden instruments.</p>",,"","",7.6,accessories,humidifiers,,https://rvb-img.reverb.com/image/upload/s--CB4O-Lo9--/v1636583068/ptvrfuu1yfakarfskdsl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,5.42,false,00710137014428,false,,https://reverb.com/item/46627384-herco-guitar-humidifier,,,46627384,,,,,false,,true,false
draft,false,Korg MA-2 Digital LCD Metronome,,Brand New,2,MA2BLBK,Korg,MA-2 Digital LCD Metronome," The MA-2 is an indispensable unit for rhythm training, and solidly covers the functions of a metronome. In addition to basic functionality such a wide tempo range and a generous number of beats and rhythm patterns, it also provides user-friendly features including an improved display, a loud, crisp sound, and additional functions such as a newly provided “timer mode.” Choose from two different vivid and stylish color schemes for the body: blue and black, or a black and red. The MA-2’s display is 30% larger than that of the previous model, drastically improving the visibility. Within the display, a digital needle moves between left and right, providing a visual indication of the beat in additional to the audible indication. A triangular icon shows the beat position and the timing at which the measure changes. The MA-2 is equipped with a newly designed electronic buzzer. It’s more powerful, providing easily audible sound that won’t be buried by high-volume instruments or high frequencies. You can choose from three different methods of setting the tempo: pendulum step lets you specify a numeric value just as on a mechanical metronome, full step lets you specify the tempo in one-step increments, and tap tempo lets you specify the tempo by pressing a button in time with the song you’re playing. You can also combine a time signature of between 0–9 beats with eight types of rhythm, supporting many types of musical practicing.  <ul><li>Tempo range 30 bpm to 252 bpm</li><li>Tempo settings PENDULUM step, FULL step, TAP tempo</li><li>Beat Range 0–9 beats</li><li>Rhythms Quarter notes, eighth notes, triplets (straight triplets, triplets with inner beat omitted, triplets with the third beat omitted), sixteenth notes (quadruplets, quadruplets with middle beats omitted, quadruplets with the third and fourth beats omitted).</li><li>Tempo accuracy ±0.02%</li><li>Reference Tone C4 (261.63Hz) to B4 (493.88Hz) 1 octave</li><li>Calibration range A4=410Hz to 480Hz (unit: 1Hz)</li><li>Tone accuracy under 1cent</li><li>Connections Headphones jack (3.5mm stereo mini jack)</li><li>Speaker F15mm piezo speaker</li><li>Power Supply Two AAA batteries, 3V</li><li>Battery Life Approx. 100 hours (when using zinc-carbon batteries), Approx. 400 hours (when using alkaline batteries), (tempo 120, 4 beats, and max volume)</li><li>Dimensions (W x D x H) 100 ? 60 ? 16 mm / 3.94” x 2.36” x 0.63”</li><li>Weight 68 g / 2.40 oz. (including batteries)</li><li>Included Items Two AAA alkaline batteries for verifying operation</li><li>Color Variations Blue-Black (MA-2-BLBK) or Black-Red (MA-2-BKRD)</li></ul> ",,"","",29.99,accessories,metronome,,https://rvb-img.reverb.com/image/upload/s--cPrzFwf5--/v1636583077/utthuqxspfv4qvxgxwwb.jpg,https://rvb-img.reverb.com/image/upload/s--fy3VwptY--/v1636583079/hgbiimk1rp6xpfocdlpa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,17.82,false,04959112177376,false,,https://reverb.com/item/46627388-korg-ma-2-digital-lcd-metronome,,,46627388,,,,,false,,true,false
